WARNING  mypy.lib.stock.backtrader.backtrader_helper:log.py:109 🟠 pytest 模式, 不显示回测图
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-18, 下单买入: 57.18
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-21, <--- [买入] 订单编号: 25, 股票名称: , 价格: 57.41, 成交量: 1000.00, 交易金额: 57405.74, 手续费: 28.70
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-21, 收盘价: 56.90, 涨跌幅: -0.49%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-21, 下单卖出: 56.90
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-22, ---> [卖出] 订单编号: 26, 股票名称: , 价格: 56.79, 成交量: -1000.00, 交易金额: 57405.74, 手续费: 56.79
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-22, ----- 本次交易净利: -611.42, 毛利: -696.92
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-22, 收盘价: 57.06, 涨跌幅: 0.28%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-22, 下单买入: 57.06
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-23, <--- [买入] 订单编号: 27, 股票名称: , 价格: 57.21, 成交量: 1000.00, 交易金额: 57205.72, 手续费: 28.60
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-23, 收盘价: 58.31, 涨跌幅: 2.19%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-24, 收盘价: 58.10, 涨跌幅: -0.36%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-25, 收盘价: 57.70, 涨跌幅: -0.69%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-28, 收盘价: 57.50, 涨跌幅: -0.35%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-29, 收盘价: 57.63, 涨跌幅: 0.23%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-30, 收盘价: 55.97, 涨跌幅: -2.88%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-30, 下单卖出: 55.97
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-31, ---> [卖出] 订单编号: 28, 股票名称: , 价格: 55.95, 成交量: -1000.00, 交易金额: 57205.72, 手续费: 55.95
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-31, ----- 本次交易净利: -1251.32, 毛利: -1335.87
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-10-31, 收盘价: 55.92, 涨跌幅: -0.09%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-01, 收盘价: 56.15, 涨跌幅: 0.41%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-04, 收盘价: 56.97, 涨跌幅: 1.46%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-05, 收盘价: 58.75, 涨跌幅: 3.12%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-05, 下单买入: 58.75
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-06, <--- [买入] 订单编号: 29, 股票名称: , 价格: 58.90, 成交量: 1000.00, 交易金额: 58895.89, 手续费: 29.45
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-06, 收盘价: 57.49, 涨跌幅: -2.14%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-07, 收盘价: 60.84, 涨跌幅: 5.83%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-08, 收盘价: 59.12, 涨跌幅: -2.83%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-11, 收盘价: 58.40, 涨跌幅: -1.22%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-12, 收盘价: 57.01, 涨跌幅: -2.38%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-12, 下单卖出: 57.01
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-13, ---> [卖出] 订单编号: 30, 股票名称: , 价格: 56.69, 成交量: -1000.00, 交易金额: 58895.89, 手续费: 56.69
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-13, ----- 本次交易净利: -2201.56, 毛利: -2287.70
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-13, 收盘价: 57.19, 涨跌幅: 0.32%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-14, 收盘价: 57.00, 涨跌幅: -0.33%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-15, 收盘价: 55.80, 涨跌幅: -2.11%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-18, 收盘价: 55.76, 涨跌幅: -0.07%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-19, 收盘价: 55.61, 涨跌幅: -0.27%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-20, 收盘价: 55.46, 涨跌幅: -0.27%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-21, 收盘价: 55.49, 涨跌幅: 0.05%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-22, 收盘价: 53.03, 涨跌幅: -4.43%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-25, 收盘价: 52.57, 涨跌幅: -0.87%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-26, 收盘价: 53.05, 涨跌幅: 0.91%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-27, 收盘价: 53.55, 涨跌幅: 0.94%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-28, 收盘价: 53.17, 涨跌幅: -0.71%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-11-29, 收盘价: 53.25, 涨跌幅: 0.15%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-02, 收盘价: 54.01, 涨跌幅: 1.43%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-02, 下单买入: 54.01
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-03, <--- [买入] 订单编号: 31, 股票名称: , 价格: 53.86, 成交量: 1000.00, 交易金额: 53855.38, 手续费: 26.93
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-03, 收盘价: 54.43, 涨跌幅: 0.78%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-04, 收盘价: 53.93, 涨跌幅: -0.92%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-05, 收盘价: 53.68, 涨跌幅: -0.46%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-06, 收盘价: 55.12, 涨跌幅: 2.68%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-09, 收盘价: 54.83, 涨跌幅: -0.53%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-10, 收盘价: 55.62, 涨跌幅: 1.44%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-11, 收盘价: 54.90, 涨跌幅: -1.29%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-12, 收盘价: 55.58, 涨跌幅: 1.24%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-13, 收盘价: 53.74, 涨跌幅: -3.31%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-13, 下单卖出: 53.74
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-16, ---> [卖出] 订单编号: 32, 股票名称: , 价格: 53.70, 成交量: -1000.00, 交易金额: 53855.38, 手续费: 53.70
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-16, ----- 本次交易净利: -150.76, 毛利: -231.39
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-16, 收盘价: 53.12, 涨跌幅: -1.15%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-17, 收盘价: 53.01, 涨跌幅: -0.21%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-18, 收盘价: 52.94, 涨跌幅: -0.13%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-19, 收盘价: 52.89, 涨跌幅: -0.09%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-20, 收盘价: 52.62, 涨跌幅: -0.51%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-23, 收盘价: 53.10, 涨跌幅: 0.91%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-24, 收盘价: 53.78, 涨跌幅: 1.28%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-24, 下单买入: 53.78
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-25, <--- [买入] 订单编号: 33, 股票名称: , 价格: 53.82, 成交量: 1000.00, 交易金额: 53815.38, 手续费: 26.91
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-25, 收盘价: 53.90, 涨跌幅: 0.22%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-26, 收盘价: 53.45, 涨跌幅: -0.83%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-27, 收盘价: 53.27, 涨跌幅: -0.34%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-30, 收盘价: 53.90, 涨跌幅: 1.18%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-31, 收盘价: 52.65, 涨跌幅: -2.32%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2024-12-31, 下单卖出: 52.65
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2025-01-02, ---> [卖出] 订单编号: 34, 股票名称: , 价格: 52.69, 成交量: -1000.00, 交易金额: 53815.38, 手续费: 52.69
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2025-01-02, ----- 本次交易净利: -1120.65, 毛利: -1200.25
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2025-01-02, 收盘价: 50.71, 涨跌幅: -3.68%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2025-01-03, 收盘价: 50.30, 涨跌幅: -0.81%
INFO     mypy.lib.stock.strategy.base:log.py:101 🟢 2025-01-03, 回测结束，最终资金: 106808.75
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:117 🍊🍊🍊 时间段 [2024-01-05 15:52:18.007112: 2025-01-04 15:52:18.007112], 起始资金: 100000, 结束资金: 106808.75, 总利润: 6808.75, 利润率: 6.81%
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 ========================= trade_analyzer 分析器结果 =========================
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 总交易数: 17
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 盈利交易数: 5
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 亏损交易数: 12
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 总净利润: 6808.75
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 最大单笔盈利: 13202.64
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 最大单笔亏损: -2287.70
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 ========================= annual_return 年化收益率 =========================
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 年份: 2024, 收益率: 6.82%
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 年份: 2025, 收益率: -0.01%
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 ========================= sharpe_ratio 夏普比率 =========================
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 夏普比率: 0.70
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 ========================= down_draw_down 回测 =========================
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 当前回撤持续时间: 62 个交易日
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 当前回撤百分比: 8.98%
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 当前回撤金额: 10533.82 元
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:101 🟢 最大回撤: 持续时间: 89 个交易日, 百分比: 8.98%, 金额: 10533.82 元
