WARNING  mypy.lib.stock.backtrader.backtrader_helper:backtrader_helper.py:199 🟠 pytest 模式, 不显示回测图
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.68 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.64, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.64 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.56, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.56 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.53, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.53 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.52, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.52 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.51, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.51 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.49, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.49 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.53, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.53 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.51, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.51 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.53, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.53 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.58, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.58 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.57, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.57 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.58, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.58 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.58, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.58 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.57, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.57 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.57, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.57 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.58, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.58 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.66, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.66 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.64, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.64 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.64, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.64 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.66, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.66 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.68, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.68 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.7, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.7 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.71, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.71 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.74, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.74 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.66, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.66 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.67, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.67 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.67, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.67 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.66, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.66 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.64, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.64 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.65, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.65 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.62, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.62 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.64, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.64 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.64, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.64 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.65, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.65 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.65, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.65 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.65, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.65 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.64, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.64 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.52, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.52 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.53, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.53 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.56, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.56 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.63, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.63 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.65, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.65 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.61, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.61 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.6, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.6 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.58, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.58 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.59, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.59 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.57, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.57 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.57, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.57 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.56, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.56 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.57, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.57 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.52, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.52 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.53, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.53 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.51, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.51 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.52, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.52 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.49, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.49 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.51, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.51 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.48, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.48 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.49, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.49 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.5, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.5 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.5, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.5 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价:55.1, 上界:56.202, 下界:53.998
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 当前价格: 55.1 到达格子顶或底了
INFO     mypy.lib.stock.backtrader.strategy.base:base.py:65 🟢 2025-09-19, 回测结束，最终资金: 99924.72
INFO     mypy.lib.stock.backtrader.backtrader_helper:backtrader_helper.py:208 🍊🍊🍊 时间段 [2024-09-19 17:44:45.232297: 2025-09-19 17:44:45.232297], 起始资金: 100000, 结束资金: 99924.72, 总利润: -75.28, 利润率: -0.08%
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:54 🟢 ==================================================
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:55 🟢 annual_return 年化收益率
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:56 🟢 ==================================================
INFO     mypy.lib.stock.backtrader.backtrader_helper:backtrader_helper.py:164 🟢 年份: 2025, 收益率: -0.08%
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:54 🟢 ==================================================
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:55 🟢 sharpe_ratio 夏普比率
INFO     mypy.lib.stock.backtrader.backtrader_helper:log.py:56 🟢 ==================================================
ERROR    mypy.lib.stock.backtrader.backtrader_helper:backtrader_helper.py:218 🔴 分析器出错: must be real number, not NoneType
